A02AD01 Magnesio idrossido/algeld 020702054 MAALOX 40 cpr mast 800 mg SANOFI-AVENTIS RR 2,17 2,16
C09AA01 Captopril 035036159 CAPTOPRIL 50 cpr 25 mg EG RR 7,32 7,28 G
C09AA01 Captopril 035322015 CAPTOPRIL 50 cpr 25 mg FARMACEUTICI T.S. RR 7,32 7,28 G
C09AA01 Captopril 036315087 CAPTOPRIL 50 cpr 25 mg HEXAL RR 7,32 7,28 G
C09AA01 Captopril 035459015 CAPTOPRIL 50 cpr 25 mg MAGIS RR 7,32 7,28 G
C09AA01 Captopril 035317559 CAPTOPRIL 50 cpr 25 mg MERCK GENERICS RR 7,32 7,28 G
C09AA01 Captopril 035264047 CAPTOPRIL 50 cpr 25 mg RATIOPHARM GMBH RR 7,32 7,28 G
C09AA01 Captopril 035323017 CAPTOPRIL 50 cpr 25 mg TEVA RR 7,32 7,28 G
C09AA01 Captopril 035448024 MAXIPRIL 24 cpr 50 mg BONISCONTRO & GAZZONE RR 6,59 6,55 G
C09AA01 Captopril 035448012 MAXIPRIL 50 cpr 25 mg BONISCONTRO & GAZZONE RR 7,32 7,28 G
C09AA01 Captopril 035470020 TENPRIL 24 cpr 50 mg LISAPHARMA RR 6,61 6,57 G
C09AA01 Captopril 035470018 TENPRIL 50 cpr 25 mg LISAPHARMA RR 7,32 7,28 G
C09AA02 Enalapril 025681026 CONVERTEN 14 cpr div 20 mg GENTILI RR 5,39 5,36 G
C09AA02 Enalapril 025681038 CONVERTEN 28 cpr div 5 mg GENTILI RR 4,69 4,66 G
C09AA02 Enalapril 034749097 ENALAPRIL 28 cpr 5 mg DOC GENERICI RR 4,51 4,48 G
C09AA02 Enalapril 036171039 ENALAPRIL 28 cpr 5 mg EG RR 4,51 4,48 G
C09AA02 Enalapril 036488334 ENALAPRIL 28 cpr 5 mg MERCK GENERICS RR 4,51 4,48 G
C09AA02 Enalapril 036316141 ENALAPRIL 28 cpr 5 mg RATIOPHARM GMBH RR 4,51 4,48 G
C09AA02 Enalapril 036175139 ENALAPRIL 28 cpr 5 mg SANDOZ RR 4,51 4,48 G
C09AA02 Enalapril 036368013 ENALAPRIL 28 cpr 5 mg TEVA RR 4,51 4,48 G
C09AA02 Enalapril 034749337 ENALAPRIL 14 cpr 20 mg DOC GENERICI RR 4,97 4,94 G
C09AA02 Enalapril 036171332 ENALAPRIL 14 cpr 20 mg EG RR 4,97 4,94 G
C09AA02 Enalapril 036488486 ENALAPRIL 14 cpr 20 mg MERCK GENERICS RR 4,97 4,94 G
C09AA02 Enalapril 036316329 ENALAPRIL 14 cpr 20 mg RATIOPHARM GMBH RR 4,97 4,94 G
C09AA02 Enalapril 036175228 ENALAPRIL 14 cpr 20 mg SANDOZ RR 4,97 4,94 G
C09AA02 Enalapril 036368052 ENALAPRIL 14 cpr 20 mg TEVA RR 4,97 4,94 G
C09AA02 Enalapril 036308056 ENALAPRIL 14 cpr 20 mg ERREKAPPA RR 4,97 4,94 G
C09AA02 Enalapril 025682028 ENAPREN 14 cpr 20 mg MERCK SHARP & DOHME RR 5,39 5,36 G
C09AA02 Enalapril 025682042 ENAPREN 28 cpr 5 mg MERCK SHARP & DOHME RR 4,69 4,66 G
C09AA02 Enalapril 025725045 NAPRILENE 28 cpr 5 mg SIGMATAU RR 4,51 4,48 G
C09AA02 Enalapril 025725021 NAPRILENE 14 cpr 20 mg SIGMATAU RR 4,97 4,94 G
C09AA02 Enalapril 036509026 SILVERIT 28 cpr 5 mg PROGE MEDICA RR 4,51 4,48 G
C09AA02 Enalapril 036509014 SILVERIT 14 cpr 20 mg PROGE MEDICA RR 4,97 4,94 G
C09AA03 Lisinopril 026837017 ALAPRIL 14 cpr 5 mg MEDIOLANUM RR 6,03 5,95 X
C09AA03 Lisinopril 026837029 ALAPRIL 14 cpr 20 mg MEDIOLANUM RR 10,45 10,33 X
C09AA03 Lisinopril 026830012 PRINIVIL 14 cpr 5 mg BRISTOL RR 6,03 5,95 X
C09AA03 Lisinopril 026830024 PRINIVIL 14 cpr 20 mg BRISTOL RR 10,45 10,33 X
C09AA03 Lisinopril 026834010 ZESTRIL 14 cpr 5 mg ASTRAZENECA RR 6,03 5,95 X
C09AA03 Lisinopril 026834022 ZESTRIL 14 cpr 20 mg ASTRAZENECA RR 10,45 10,33 X
C09AA04 Perindopril erbumina 027286018 COVERSYL 14 cpr 4 mg LABORATOIRES SERVIER (FR) RR 10,17 10,05 X X
C09AA04 Perindopril erbumina 027469028 PROCAPTAN 14 cpr 4 mg STRODER RR 10,17 10,05 X X
C09AA05 Ramipril 027162054 QUARK 28 cpr div 2,5 mg POLIFARMA RR 12,10 11,96 X X
C09AA05 Ramipril 027162078 QUARK 28 cpr 10 mg POLIFARMA RR 17,08 16,88 X X
C09AA05 Ramipril 027162066 QUARK 14 cpr div 5 mg POLIFARMA RR 8,54 8,44 X X
C09AA05 Ramipril 027161064 TRIATEC 14 cpr 5 mg SANOFI-AVENTIS RR 8,54 8,44 X X
C09AA05 Ramipril 027161052 TRIATEC 28 cpr 2,5 mg SANOFI-AVENTIS RR 12,10 11,96 X X
C09AA05 Ramipril 027161076 TRIATEC 28 cpr 10 mg SANOFI-AVENTIS RR 17,08 16,88 X X
C09AA05 Ramipril 027166065 UNIPRIL 14 cpr 5 mg ASTRAZENECA RR 8,54 8,44 X X
C09AA05 Ramipril 027166053 UNIPRIL 28 cpr 2,5 mg ASTRAZENECA RR 12,10 11,96 X X
C09AA05 Ramipril 027166077 UNIPRIL 28 cpr 10 mg ASTRAZENECA RR 17,08 16,88 X X
C09AA06 Quinapril 027217013 ACCUPRIN 28 cpr riv 5 mg PFIZER ITALIA RR 6,79 6,71 X
C09AA06 Quinapril 027217037 ACCUPRIN 14 cpr riv 20 mg PFIZER ITALIA RR 7,25 7,17 X
C09AA06 Quinapril 027230010 ACEQUIN 28 cpr riv 5 mg RECORDATI RR 6,79 6,71 X
C09AA06 Quinapril 027230034 ACEQUIN 14 cpr riv 20 mg RECORDATI RR 7,25 7,17 X
C09AA06 Quinapril 027225034 QUINAZIL 14 cpr riv 20 mg MALESCI RR 7,25 7,17 X
C09AA06 Quinapril 027225010 QUINAZIL 28 cpr riv 5 mg MALESCI RR 6,79 6,71 X
C09AA07 Benazepril 027516020 CIBACEN 14 cpr bisec 10 mg MEDA PHARMA RR 7,76 7,66 X
C09AA07 Benazepril 027516032 CIBACEN 28 cpr bisec 5 mg MEDA PHARMA RR 8,23 8,13 X
C09AA07 Benazepril 027662028 TENSANIL 14 cpr div 10 mg I.B.N. SAVIO RR 7,76 7,66 X
C09AA07 Benazepril 027573029 ZINADRIL 14 cpr riv 10 mg ERREKAPPA RR 7,76 7,66 X
C09AA07 Benazepril 027573031 ZINADRIL 28 cpr riv 5 mg ERREKAPPA RR 8,23 8,13 X
C09AA08 Cilazapril 027460043 INIBACE 14 cpr 5 mg ROCHE RR 11,06 10,92 X
C09AA08 Cilazapril 027464041 INITISS 14 cpr riv 5 mg CRINOS RR 11,06 10,92 X
C09AA09 Fosinopril 027735024 ELITEN 14 cpr 20 mg BRISTOL RR 9,03 8,93 X
C09AA09 Fosinopril 027735012 ELITEN 28 cpr 10 mg BRISTOL RR 10,52 10,40 X
C09AA09 Fosinopril 027747029 FOSIPRES 14 cpr 20 mg MENARINI RR 9,03 8,93 X
C09AA09 Fosinopril 027747017 FOSIPRES 28 cpr 10 mg MENARINI RR 10,52 10,40 X
C09AA09 Fosinopril 027824022 TENSOGARD 14 cpr 20 mg BRISTOL RR 9,03 8,93 X
C09AA09 Fosinopril 027824010 TENSOGARD 28 cpr 10 mg BRISTOL RR 10,52 10,40 X
C09AA10 Trandolapril 028267021 GOPTEN 28 cps 0,5 mg ABBOTT RR 5,42 5,36 X
C09AA10 Trandolapril 028267019 GOPTEN 14 cps 2 mg ABBOTT RR 6,83 6,75 X
C09AA11 Spirapril 028582017 RENORMAX 14 cpr 6 mg SCHERING PLOUGH RR 6,41 6,33 X
C09AA11 Spirapril 028583019 SETRILAN 14 cpr 6 mg ESSEX RR 6,74 6,66 X
C09AA12 Delapril 027696032 DELAKET 28 cpr 15 mg CHIESI RR 6,07 5,99 X
C09AA12 Delapril 027696044 DELAKET 28 cpr 30 mg CHIESI RR 12,14 12,00 X
C09AA13 Moexipril 029214020 FEMIPRES 14 cpr 15 mg SCHWARZ RR 7,38 7,30 X
C09AA15 Zofenopril 034408094 BIFRIL 28 cpr riv 30 mg MENARINI INTERNATIONAL O.L.S.A. RR 17,78 17,56 X X
C09AA15 Zofenopril 034408017 BIFRIL 12 cpr riv 7,5 mg MENARINI INTERNATIONAL O.L.S.A. RR 4,29 4,26
C09AA15 Zofenopril 034934012 ZANTIPRES 12 cpr riv 7,5 mg F.I.R.M.A. RR 4,29 4,26
C09AA15 Zofenopril 034934113 ZANTIPRES 28 cpr riv 30 mg F.I.R.M.A. RR 17,78 17,56 X X
C09AA15 Zofenopril 034789014 ZOPRANOL 12 cpr riv 7,5 mg GUIDOTTI RR 4,29 4,26
C09AA15 Zofenopril 034789091 ZOPRANOL 28 cpr riv 30 mg GUIDOTTI RR 17,78 17,56 X X
C09BA01 Captopril/idroclorotiazide 025767017 ACEDIUR 12 cpr 25 mg + 50 mg MENARINI RR 3,09 3,07 G
C09BA01 Captopril/idroclorotiazide 025767029 ACEDIUR "MITE" 12 cpr 15 mg + 50 mg MENARINI RR 7,76 7,66 X
C09BA01 Captopril/idroclorotiazide 026067013 ACEPLUS 12 cpr 25 mg + 50 mg BRISTOL RR 5,09 5,06 G
C09BA01 Captopril/idroclorotiazide 026067025 ACEPLUS 12 cpr 15 mg + 50 mg BRISTOL RR 7,76 7,66 X
C09BA01 Captopril/idroclorotiazide 036995013 CAPTOPRIL + IDROCL12 cpr 50 mg + 25 mg RATIOPHARM RR 3,09 3,07 G
C09BA02 Enalapril/idroclorotiazide 027395021 ACESISTEM 14 cpr 20 mg + 12,5 mg SIGMATAU RR 10,28 10,16 X
C09BA02 Enalapril/idroclorotiazide 027135019 CONDIUREN 14 cpr 20 mg + 12,5 mg GENTILI RR 10,82 10,70 X X
C09BA02 Enalapril/idroclorotiazide 033267016 GENTIPRESS 14 cpr 20 mg + 6 mg GENTILI RR 10,55 10,43 X X
C09BA02 Enalapril/idroclorotiazide 033332014 NEOPREX 14 cpr 20 mg + 6 mg SIGMATAU RR 10,55 10,43 X X
C09BA02 Enalapril/idroclorotiazide 033266014 SINERTEC 14 cpr 20 mg + 6 mg MERCK SHARP & DOHME RR 10,55 10,43 X X
C09BA02 Enalapril/idroclorotiazide 027056011 VASORETIC 14 cpr 20 mg + 12,5 mg MERCK SHARP & DOHME RR 10,82 10,70 X X
C09BA03 Lisinopril/idroclorotiazide 027553015 NALAPRES 14 cpr 20 mg + 12,5 mg MEDIOLANUM RR 9,50 9,38 X
C09BA03 Lisinopril/idroclorotiazide 027481011 PRINZIDE 14 cpr 20 mg + 12,5 mg BRISTOL RR 9,50 9,38 X
C09BA03 Lisinopril/idroclorotiazide 027482013 ZESTORETIC 14 cpr 20 mg + 12,5 mg ASTRAZENECA RR 9,50 9,38 X
C09BA04 Perindopril erbumina/inda 034234043 PRELECTAL 30 cpr 2 mg + 0,625 mg STRODER RR 25,10 24,80 X X
C09BA04 Perindopril erbumina/inda 034234144 PRELECTAL "FORTE" 30 cpr 4mg + 1,25 mg STRODER RR 25,10 24,80 X X
C09BA04 Perindopril erbumina/inda 034236048 PRETERAX 30 cpr 2 mg + 0,625 mg LABORATOIRES SERVIER (FR) RR 25,10 24,80 X X
C09BA04 Perindopril erbumina/inda 034236137 PRETERAX "FORTE" 30 cpr 4 mg + 1,25 m LABORATOIRES SERVIER (FR) RR 25,10 24,80 X X
C09BA05 Ramipril/idroclorotiazide 028533014 IDROQUARK 14 cpr 2,5 mg + 12,5 mg POLIFARMA RR 5,74 5,68 X X
C09BA05 Ramipril/idroclorotiazide 028533026 IDROQUARK 14 cpr 5 mg + 25 mg POLIFARMA RR 10,51 10,39 X X
C09BA05 Ramipril/idroclorotiazide 028531010 TRIATEC HCT 14 cpr 2,5 mg + 12,5 mg SANOFI-AVENTIS RR 5,74 5,68 X X
C09BA05 Ramipril/idroclorotiazide 028531022 TRIATEC HCT 14 cpr 5 mg + 25 mg SANOFI-AVENTIS RR 10,51 10,39 X X
C09BA05 Ramipril/idroclorotiazide 028532012 UNIPRILDIUR 14 cpr 2,5 mg + 12,5 mg ASTRAZENECA RR 5,74 5,68 X X
C09BA05 Ramipril/idroclorotiazide 028532024 UNIPRILDIUR 14 cpr 5 mg + 25 mg ASTRAZENECA RR 10,51 10,39 X X
C09BA05 Ramipril/piretanide 029243019 PRILACE 14 cpr 5 mg + 6 mg SANOFI-AVENTIS RR 10,23 10,11 X
C09BA06 Quinapril/idroclorotiazide 028295018 ACCURETIC 14 cpr riv 20 mg + 12,5 mg PFIZER ITALIA RR 9,14 9,04 X
C09BA06 Quinapril/idroclorotiazide 028317016 ACEQUIDE 14 cpr riv 20 mg + 12,5 mg RECORDATI RR 9,14 9,04 X
C09BA06 Quinapril/idroclorotiazide 028331015 QUINAZIDE 14 cpr riv 20 mg + 12,5 mg MALESCI RR 9,14 9,04 X
C09BA07 Benazepril/idroclorotiazide 028037024 CIBADREX 14 cpr riv 10 mg + 12,5 mg NOVARTIS FARMA RR 8,66 8,56 X
C09BA07 Benazepril/idroclorotiazide 028211023 TENSADIUR 14 cpr div 10 mg + 12,5 mg I.B.N. SAVIO RR 8,66 8,56 X
C09BA07 Benazepril/idroclorotiazide 028193011 ZINADIUR 14 cpr riv 10 mg + 12,5 mg ERREKAPPA RR 8,66 8,56 X
C09BA08 Cilazapril/Idroclorotiazide 029103013 INIBACE PLUS 14 cpr riv 5 mg + 12,5 mg ROCHE RR 8,63 8,53 X
C09BA08 Cilazapril/Idroclorotiazide 029116011 INITISS PLUS 14 cpr 5 mg + 12,5 mg CRINOS RR 8,63 8,53 X
C09BA09 Fosinopril/idroclorotiazide 029002019 ELIDIUR 14 cpr 20 mg + 12,5 mg BRISTOL RR 10,26 10,14 X
C09BA09 Fosinopril/idroclorotiazide 029020017 FOSICOMBI 14 cpr 20 mg + 12,5 mg MENARINI RR 10,26 10,14 X
C09BA09 Fosinopril/idroclorotiazide 029004013 TENSOZIDE 14 cpr 20 mg + 12,5 mg BRISTOL RR 10,26 10,14 X
C09BA12 Delapril/indapamide 028969020 DELAPRIDE 28 cpr 30 mg + 2,5 mg PROMEDICA RR 14,78 14,60 X
C09BA12 Delapril/indapamide 028967026 DINAPRES 28 cpr 30 mg + 2,5 mg MASTER PHARMA RR 14,78 14,60 X
C09BA13 Moexipril/idroclorotiazide 033908029 ENULID 14 cpr riv 15 mg ROTTAPHARM RR 9,45 9,33 X
C09BA13 Moexipril/idroclorotiazide 033907027 FEMIPRES PLUS 14 cpr riv 15 mg SCHWARZ RR 9,45 9,33 X
C09BA15 Zofenopril /idroclorotiazide 036823021 BIFRIZIDE 28 cpr riv 30 mg + 12,5 mg MENARINI INTERNATIONAL O.L.S.A. RR 17,78 17,56 X X
C09BA15 Zofenopril /idroclorotiazide 036824023 ZANTIPRIDE 28 cpr riv 30 mg + 12,5 mg F.I.R.M.A. RR 17,78 17,56 X X
C09BA15 Zofenopril /idroclorotiazide 036702025 ZOPRAZIDE 28 cpr riv 30 mg + 12,5 mg GUIDOTTI RR 17,78 17,56 X X
C09CA01 Losartan potassico 029384029 LORTAAN 21 cpr riv 12,5 mg MERCK SHARP & DOHME RR 11,00 10,86 X X
C09CA01 Losartan potassico 029384017 LORTAAN 28 cpr riv div 50 mg MERCK SHARP & DOHME RR 27,01 26,69 X X
C09CA01 Losartan potassico 029393016 LOSAPREX 28 cpr riv 50 mg SIGMATAU RR 27,01 26,69 X X
C09CA01 Losartan potassico 029393028 LOSAPREX Cardiostart21 cpr riv 12,5 mg SIGMATAU RR 11,00 10,86 X X
C09CA01 Losartan potassico 029385022 NEO-LOTAN 21 cpr riv 12,5 mg NEOPHARMED RR 11,00 10,86 X X
C09CA01 Losartan potassico 029385010 NEO-LOTAN 28 cpr riv 50 mg NEOPHARMED RR 27,01 26,69 X X
C09CA02 Eprosartan mesilato 033331149 TEVETENZ 28 cpr riv 600 mg SOLVAY RR 19,47 19,23 X X
C09CA03 Valsartan 034776017 RIXIL 28 cps 80 mg LPB RR 22,00 21,74 X X
C09CA03 Valsartan 034776029 RIXIL 28 cps 160 mg LPB RR 27,63 27,29 X X
C09CA03 Valsartan 033178017 TAREG 28 cps 80 mg NOVARTIS FARMA RR 22,00 21,74 X X
C09CA03 Valsartan 033178029 TAREG 28 cps 160 mg NOVARTIS FARMA RR 27,63 27,29 X X
C09CA03 Valsartan 033119013 VALPRESSION 28 cps 80 mg MENARINI RR 22,00 21,74 X X
C09CA03 Valsartan 033119025 VALPRESSION 28 cps 160 mg MENARINI RR 27,63 27,29 X X
C09CA04 Irbesartan 033264045 APROVEL 28 cpr 150 mg SANOFI PHARMA BMS RR 21,81 21,55 X X
C09CA04 Irbesartan 033264072 APROVEL 28 cpr 300 mg SANOFI PHARMA BMS RR 29,47 29,11 X X
C09CA04 Irbesartan 033263043 KARVEA 28 cpr 150 mg BRISTOL-MYERS SQUIBB PHARMA EEIG RR 21,81 21,55 X X
C09CA04 Irbesartan 033263070 KARVEA 28 cpr 300 mg BRISTOL-MYERS SQUIBB PHARMA EEIG RR 29,47 29,11 X X
C09CA06 Candesartan cilexetil 033451168 BLOPRESS 28 cpr 8 mg TAKEDA RR 20,23 19,99 X X
C09CA06 Candesartan cilexetil 033451269 BLOPRESS 28 cpr 16 mg TAKEDA RR 26,18 25,86 X X
C09CA06 Candesartan cilexetil 033451360 BLOPRESS 28 cpr 32 mg TAKEDA RR 33,21 32,81 X X
C09CA06 Candesartan cilexetil 033577180 RATACAND 28 cpr 8 mg ASTRAZENECA RR 20,23 19,99 X X
C09CA06 Candesartan cilexetil 033577305 RATACAND 28 cpr 16 mg ASTRAZENECA RR 26,18 25,86 X X
C09CA06 Candesartan cilexetil 033577469 RATACAND 28 cpr 32 mg ASTRAZENECA RR 33,21 32,81 X X
C09CA07 Telmisartan 034328106 MICARDIS 28 cpr 20 mg BOEHRINGER INGELHEIM INTERNATIO RR 13,57 13,41 X X
C09CA07 Telmisartan 034328029 MICARDIS 28 cpr 40 mg BOEHRINGER INGELHEIM INTERNATIO RR 21,71 21,45 X X
C09CA07 Telmisartan 034328068 MICARDIS 28 cpr 80 mg BOEHRINGER INGELHEIM INTERNATIO RR 28,72 28,38 X X
C09CA07 Telmisartan 034326126 PRITOR 28 cpr 20 mg BAYER HEALTHCARE AG RR 13,57 13,41 X X
C09CA07 Telmisartan 034326025 PRITOR 28 cpr 40 mg BAYER HEALTHCARE AG RR 21,71 21,45 X X
C09CA07 Telmisartan 034326076 PRITOR 28 cpr 80 mg BAYER HEALTHCARE AG RR 28,72 28,38 X X
C09CA08 Olmesartan medoxomil 036027011 OLMETEC 28 cpr riv 10 mg DAIICHI SANKYO RR 18,97 18,75 X X
C09CA08 Olmesartan medoxomil 036027062 OLMETEC 28 cpr riv 20 mg DAIICHI SANKYO RR 26,56 26,24 X X
C09CA08 Olmesartan medoxomil 036027112 OLMETEC 28 cpr riv 40 mg DAIICHI SANKYO RR 26,56 26,24 X X
C09CA08 Olmesartan medoxomil 036026019 OLPRESS 28 cpr riv 10 mg MENARINI INTERNATIONAL O.L.S.A. RR 18,97 18,75 X X
C09CA08 Olmesartan medoxomil 036026060 OLPRESS 28 cpr riv 20 mg MENARINI INTERNATIONAL O.L.S.A. RR 26,56 26,24 X X
C09CA08 Olmesartan medoxomil 036026110 OLPRESS 28 cpr riv 40 mg MENARINI INTERNATIONAL O.L.S.A. RR 26,56 26,24 X X
C09CA08 Olmesartan medoxomil 036025017 PLAUNAC 28 cpr riv 10 mg MENARINI INTERNATIONAL O.L.S.A. RR 18,97 18,75 X X
C09CA08 Olmesartan medoxomil 036025068 PLAUNAC 28 cpr riv 20 mg MENARINI INTERNATIONAL O.L.S.A. RR 26,56 26,24 X X
C09CA08 Olmesartan medoxomil 036025118 PLAUNAC 28 cpr riv 40 mg MENARINI INTERNATIONAL O.L.S.A. RR 26,56 26,24 X X
C09DA01 Losartan potassico/idroclo 034310021 FORZAAR 28 cpr riv 100 mg + 25 mg MERCK SHARP & DOHME RR 26,51 26,19 X X
C09DA01 Losartan potassico/idroclo 032079055 HIZAAR 28 cpr riv 50 mg + 12,5 mg MERCK SHARP & DOHME RR 26,51 26,19 X X
C09DA01 Losartan potassico/idroclo 031497047 LOSAZID 28 cpr riv 100mg + 25 mg SIGMATAU RR 26,51 26,19 X X
C09DA01 Losartan potassico/idroclo 031497050 LOSAZID 28 cpr riv 50 mg + 12,5 mg SIGMATAU RR 26,51 26,19 X X
C09DA01 Losartan potassico/idroclo 032993040 NEO-LOTAN PLUS 28 cpr riv 100 mg + 25 mg NEOPHARMED RR 26,51 26,19 X X
C09DA01 Losartan potassico/idroclo 032993053 NEO-LOTAN PLUS 28 cpr riv 50 mg + 12,5 mg NEOPHARMED RR 26,51 26,19 X X
C09DA02 Eprosartan/Idroclorotiazide036772010 TIARTAN 28 cpr riv 600 mg + 12,5 mg SOLVAY RR 23,94 23,66 X X
C09DA03 Valsartan/idroclorotiazide 034134027 COMBISARTAN 28 cpr 80 mg + 12,5 mg MENARINI RR 20,71 20,47 X X
C09DA03 Valsartan/idroclorotiazide 034134041 COMBISARTAN 28 cpr riv 160 mg + 12,5 mg MENARINI RR 24,67 24,37 X X
C09DA03 Valsartan/Idroclorotiazide 034134116 COMBISARTAN 28 cpr riv 160 mg + 25 mg MENARINI RR 24,67 24,37 X X
C09DA03 Valsartan/idroclorotiazide 034774048 CORIXIL 28 cpr 160 mg + 12,5 mg LPB RR 24,67 24,37 X X
C09DA03 Valsartan/Idroclorotiazide 034774113 CORIXIL 28 cpr riv 160 mg/25 mg LPB RR 24,67 24,37 X X
C09DA03 Valsartan/idroclorotiazide 034114025 COTAREG 28 cpr riv 80 mg + 12,5 mg NOVARTIS FARMA RR 20,71 20,47 X X
C09DA03 Valsartan/idroclorotiazide 034114076 COTAREG 28 cpr riv 160 mg + 12,5 mg NOVARTIS FARMA RR 24,67 24,37 X X
C09DA03 Valsartan/Idroclorotiazide 034114140 COTAREG 28 cpr riv 160 mg/25 mg NOVARTIS FARMA RR 24,67 24,37 X X
C09DA04 Irbesartan/Idroclorotiazide 034191015 COAPROVEL 28 cpr 150 mg + 12,5 mg SANOFI PHARMA BMS RR 22,75 22,47 X X
C09DA04 Irbesartan/Idroclorotiazide 034191041 COAPROVEL 28 cpr 300 mg + 12,5 mg SANOFI PHARMA BMS RR 30,72 30,36 X X
C09DA04 Irbesartan/Idroclorotiazide 034190013 KARVEZIDE 28 cpr 150 mg + 12,5 mg BRISTOL-MYERS SQUIBB PHARMA EEIG RR 22,75 22,47 X X
C09DA04 Irbesartan/Idroclorotiazide 034190049 KARVEZIDE 28 cpr 300 mg + 12,5 mg BRISTOL-MYERS SQUIBB PHARMA EEIG RR 30,72 30,36 X X
C09DA06 Candesartan cilexetil/idroc 034187144 BLOPRESID 28 cpr 16 mg + 12,5 mg TAKEDA RR 25,21 24,91 X X
C09DA06 Candesartan cilexetil/idroc 034186167 RATACAND PLUS 28 cpr 16 mg + 12,5 mg ASTRAZENECA RR 25,21 24,91 X X
C09DA07 Telmisartan/idroclorotiazid 035608025 MICARDISPLUS 28 cpr 40 mg + 12,5 mg BOEHRINGER INGELHEIM INTERNATIO RR 22,27 22,01 X X
C09DA07 Telmisartan/idroclorotiazid 035608076 MICARDISPLUS 28 cpr 80 mg + 12,5 mg BOEHRINGER INGELHEIM INTERNATIO RR 22,27 22,01 X X
C09DA07 Telmisartan/idroclorotiazid 035705021 PRITORPLUS 28 cpr 40 mg + 12,5 mg BAYER HEALTHCARE AG RR 22,27 22,01 X X
C09DA07 Telmisartan/idroclorotiazid 035705072 PRITORPLUS 28 cpr 80 mg + 12,5 mg BAYER HEALTHCARE AG RR 22,27 22,01 X X
C10AA01 Simvastatina 027228028 LIPONORM 10 cpr riv 20 mg 13 GENTILI RR 12,79 12,63 X
C10AA01 Simvastatina 027228030 LIPONORM 10 cpr riv 40 mg 13 GENTILI RR 18,29 18,07 X
C10AA01 Simvastatina 027228079 LIPONORM 28 cpr riv 20 mg 13 GENTILI RR 32,95 32,55 X
C10AA01 Simvastatina 027228081 LIPONORM 28 cpr riv 40 mg 13 GENTILI RR 46,59 46,03 X
C10AA01 Simvastatina 028370029 MEDIPO 10 cpr riv 20 mg 13 MEDIOLANUM RR 12,79 12,63 X
C10AA01 Simvastatina 028370043 MEDIPO 10 cpr riv 40 mg 13 MEDIOLANUM RR 18,29 18,07 X
C10AA01 Simvastatina 028370106 MEDIPO 28 cpr riv 20 mg 13 MEDIOLANUM RR 32,95 32,55 X
C10AA01 Simvastatina 028370118 MEDIPO 28 cpr riv 40 mg 13 MEDIOLANUM RR 46,59 46,03 X
C10AA01 Simvastatina 027209028 SINVACOR 10 cpr riv 20 mg 13 MERCK SHARP & DOHME RR 12,79 12,63 X
C10AA01 Simvastatina 027209105 SINVACOR 28 cpr riv 20 mg 13 MERCK SHARP & DOHME RR 32,95 32,55 X
C10AA01 Simvastatina 027209117 SINVACOR 28 cpr riv 40 mg 13 MERCK SHARP & DOHME RR 46,59 46,03 X
C10AA01 Simvastatina 027209042 SINVACOR 10 cpr riv 40 mg 13 MERCK SHARP & DOHME RR 18,29 18,07 X
C10AA01 Simvastatina 027208026 SIVASTIN 10 cpr riv 20 mg 13 SIGMATAU RR 12,79 12,63 X
C10AA01 Simvastatina 027208040 SIVASTIN 10 cpr riv 40 mg 13 SIGMATAU RR 18,29 18,07 X
C10AA01 Simvastatina 027208103 SIVASTIN 28 cpr riv 20 mg 13 SIGMATAU RR 32,95 32,55 X
C10AA01 Simvastatina 027208115 SIVASTIN 28 cpr riv 40 mg 13 SIGMATAU RR 46,59 46,03 X
C10AA01 Simvastatina 027216023 ZOCOR 10 cpr riv 20 mg 13 NEOPHARMED RR 12,79 12,63 X
C10AA01 Simvastatina 027216098 ZOCOR 28 cpr riv 20 mg 13 NEOPHARMED RR 32,95 32,55 X
C10AA01 Simvastatina 027216100 ZOCOR 28 cpr riv 40 mg 13 NEOPHARMED RR 46,59 46,03 X
C10AA01 Simvastatina 027216035 ZOCOR 10 cpr riv 40 mg 13 NEOPHARMED RR 18,29 18,07 X
C10AA02 Lovastatina 035615020 LOVINACOR 20 cpr 20 mg 13 INNOVA PHARMA RR 16,15 15,95 X X
C10AA02 Lovastatina 035638028 REXTAT 20 cpr 20 mg 13 RECORDATI RR 16,15 15,95 X X
C10AA02 Lovastatina 035623026 TAVACOR 20 cpr 20 mg 13 I.B.N. SAVIO RR 16,15 15,95 X X
C10AA03 Pravastatina 027786021 APLACTIN 10 cpr 20 mg 13 F.I.R.M.A. RR 12,05 11,91 X
C10AA03 Pravastatina 027786033 APLACTIN 14 cpr 40 mg 13 F.I.R.M.A. RR 32,68 32,28 X
C10AA03 Pravastatina 027776018 PRASTEROL 10 cpr 20 mg 13 LUSOFARMACO RR 12,05 11,91 X
C10AA03 Pravastatina 027776032 PRASTEROL 14 cpr 40 mg 13 LUSOFARMACO RR 32,68 32,28 X
C10AA03 Pravastatina 027309018 PRAVASELECT 10 cpr 20 mg 13 MENARINI RR 12,05 11,91 X
C10AA03 Pravastatina 027309032 PRAVASELECT 14 cpr 40 mg 13 MENARINI RR 32,68 32,28 X
C10AA03 Pravastatina 029371022 SANAPRAV 10 cpr div 20 mg 13 DAIICHI SANKYO RR 12,05 11,91 X
C10AA03 Pravastatina 029371034 SANAPRAV 14 cpr div 40 mg 13 DAIICHI SANKYO RR 32,68 32,28 X
